OID_,Join_Count,FloodDistM,TARGET_FID,DEVELOPMEN,LATITUDE,LONGITUDE,STATE_NAME,DFIRM_ID,VERSION_ID,FLD_AR_ID,STUDY_TYP,FLD_ZONE,ZONE_SUBTY,SFHA_TF,STATIC_BFE,V_DATUM,DEPTH,LEN_UNIT,VELOCITY,VEL_UNIT,AR_REVERT,AR_SUBTRV,BFE_REVERT,DEP_REVERT,DUAL_ZONE,SOURCE_CIT,GFID,Shape_Leng,Shape_Area,FldZone_YN,TRACT_2010,TRACT_2020,BLOCK_2010,BLOCK_2020
2991,1,40150.61595,2991,OK021000001,34.231992,-98.682357,OK,40031C,1.1.1.0,40031C_255538,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,40031C_STUDY1,8c312701-f037-4821-b696-edfca244c803,0.234938255,0.000220186,No,40141070500.0,40141070500.0,401410705001212.0,401410705001212.0
2992,1,46113.33901,2992,PA035000005,40.252424,-76.839531,PA,42011C,1.1.1.0,42011C_373,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,42011C_STUDY1,96e2a3ce-08bb-4a8c-a948-a29ec12ec3d0,0.502120978,0.000317143,No,42043022901.0,42043022901.0,420430229011039.0,420430229011039.0
2993,1,59315.30189,2993,RI001000005,41.818408,-71.415575,RI,25007C,1.1.1.0,25007C_236,NP,AE, ,T,15.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,25007C_STUDY1,275a8baa-7cf7-4855-a7b8-2a78d0f92a04,0.036176886,2.66885e-05,No,44007000800.0,44007000800.0,440070008002007.0,440070008002007.0
2994,1,14593.2858,2994,PA014000014,40.7347,-80.297,PA,42073C,1.1.1.0,42073C_2251,NP,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,42073C_STUDY1,20120118,0.026000876,9.5312e-07,No,42007601600.0,42007601600.0,420076016001009.0,420076016001009.0
2995,1,12511.29633,2995,PA031000001,40.52902,-78.39537,PA,42021C,1.1.1.0,42021C_736,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,42021C_STUDY1,20120619,0.013699825,2.99911e-06,No,42013100700.0,42013100700.0,420131007002016.0,420131007002016.0
2996,1,18385.08321,2996,PA038000034,41.47787,-75.590484,PA,42115C,1.1.1.0,42115C_1015,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,42115C_STUDY5,20150417,0.005173843,5.93e-08,No,42069111200.0,42069111200.0,420691112003027.0,420691112003027.0
2997,1,2061.524546,2997,TN001000021,35.109815,-90.068253,TN,05035C,1.1.1.0,05035C_3609,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,05035C_STUDY1,20110503,2.043110673,0.014851937,No,47157011700.0,47157011700.0,471570117002052.0,471570117002052.0
2998,1,42780.66006,2998,PA035000008,40.192799,-76.738045,PA,42011C,1.1.1.0,42011C_373,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,42011C_STUDY1,96e2a3ce-08bb-4a8c-a948-a29ec12ec3d0,0.502120978,0.000317143,No,42043023700.0,42043023700.0,420430237001017.0,420430237001017.0
2999,1,157640.5271,2999,SD022000001,43.1789,-101.7419,SD,461203,1.1.1.0,461203_80,NP,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,461203_STUDY1, ,0.163307283,0.000246324,No,46007941000.0,46007941000.0,460079410001000.0,460079410001000.0
3000,1,3384.575944,3000,TN001000071,35.149406,-90.027871,TN,05035C,1.1.1.0,05035C_3609,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,05035C_STUDY1,20110503,2.043110673,0.014851937,No,47157002400.0,47157002400.0,471570024002009.0,471570024002009.0
3001,1,59581.57142,3001,RI001000008,41.805914,-71.438863,RI,25007C,1.1.1.0,25007C_221,NP,AE, ,T,13.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,25007C_STUDY1,275a8baa-7cf7-4855-a7b8-2a78d0f92a04,0.064187285,3.55797e-05,No,44007001400.0,44007001400.0,440070014005015.0,440070014005015.0
3002,1,35464.82693,3002,PA053000002,40.856482,-76.671701,PA,42081C,1.1.1.0,42081C_1634,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,42081C_FIS1,b7056619-b33d-4108-98e8-1fa79ed78cb0,0.04035273,4.71787e-06,No,42097080800.0,42097080800.0,420970808004089.0,420970808004089.0
3003,1,2249.686974,3003,TN001000056,35.161953,-90.04355,TN,05035C,1.1.1.0,05035C_3609,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,05035C_STUDY1,20110503,2.043110673,0.014851937,No,47157002100.0,47157002100.0,471570021001020.0,471570021001020.0
3004,1,8393.325674,3004,TN001000072,35.048154,-90.065822,TN,05035C,1.1.1.0,05035C_3609,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,05035C_STUDY1,20110503,2.043110673,0.014851937,No,47157022310.0,47157022310.0,471570223104001.0,471570223104001.0
3005,1,55757.5368,3005,SD039000001,43.300765,-96.603739,SD,46087C,1.1.1.0,46087C_26,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,46087C_STUDY1,Baker_Blackout_Studies_3,0.409111419,0.000539459,No,46083010200.0,46083010200.0,460830102003023.0,460830102003023.0
3006,1,60590.94198,3006,RI001000009,41.820036,-71.436015,RI,25007C,1.1.1.0,25007C_221,NP,AE, ,T,13.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,25007C_STUDY1,275a8baa-7cf7-4855-a7b8-2a78d0f92a04,0.064187285,3.55797e-05,No,44007001000.0,44007001000.0,440070010002006.0,440070010002006.0
3007,1,3370.434754,3007,TN051000001,35.654757,-88.124071,TN,47039C,1.1.1.0,47039C_105,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,47039C_STUDY1, ,3.090497325,0.006265066,No,47039955003.0,47039955003.0,470399550032030.0,470399550032030.0
3008,1,32589.61259,3008,PA075000001,40.205242,-77.188898,PA,42055C,1.1.1.0,42055C_1689,NP,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,42055C_STUDY1,0c00947b-bc9e-46bb-b210-d566a7c7c8ff,0.636479046,0.000226909,No,42041012200.0,42041012200.0,420410122002000.0,420410122002000.0
3009,1,3615.63737,3009,TN001000043,35.119529,-90.034281,TN,05035C,1.1.1.0,05035C_3609,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,05035C_STUDY1,20110503,2.043110673,0.014851937,No,47157011600.0,47157011600.0,471570116001012.0,471570116001012.0
3010,1,3771.09421,3010,TN001000057,35.130265,-90.026091,TN,05035C,1.1.1.0,05035C_3609,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,05035C_STUDY1,20110503,2.043110673,0.014851937,No,47157004600.0,47157004600.0,471570046001000.0,471570046001000.0
3011,1,2139.142033,3011,TN001000073,35.133939,-90.043595,TN,05035C,1.1.1.0,05035C_3609,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,05035C_STUDY1,20110503,2.043110673,0.014851937,No,47157011401.0,47157011401.0,471570114012002.0,471570114012002.0
3012,1,42396.64337,3012,RI026000001,41.431241,-71.461322,RI,25007C,1.1.1.0,25007C_221,NP,AE, ,T,13.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,25007C_STUDY1,275a8baa-7cf7-4855-a7b8-2a78d0f92a04,0.064187285,3.55797e-05,No,44009051503.0,44009051503.0,440090515032025.0,440090515032025.0
3013,1,125585.9896,3013,TX003000028,31.765838,-106.263996,TX,35035C,1.1.1.0,35035C_197,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,35035C_FIS1,20151030,0.311453982,0.000271287,No,48141010329.0,48141010329.0,481410103291016.0,481410103291016.0
3014,1,3425.943997,3014,TN001000065,35.147706,-90.027329,TN,05035C,1.1.1.0,05035C_3609,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,05035C_STUDY1,20110503,2.043110673,0.014851937,No,47157002400.0,47157002400.0,471570024002011.0,471570024002011.0
3015,1,3237.095322,3015,TN021000002,36.261596,-89.485061,TN,47095C,1.1.1.0,47095C_1282,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,47095C_STUDY1, ,1.828512485,0.01703561,No,47095960200.0,47095960200.0,470959602003013.0,470959602003013.0
3016,1,2194.620626,3016,TN001000074,35.131927,-90.043887,TN,05035C,1.1.1.0,05035C_3609,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,05035C_STUDY1,20110503,2.043110673,0.014851937,No,47157004500.0,47157004500.0,471570045001005.0,471570045001005.0
3017,1,21637.45493,3017,SD021000001,44.08371,-98.573977,SD,46111C,1.1.1.0,46111C_612,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,46111C_STUDY4,20120106,0.241559827,0.000118252,No,46073974100.0,46073974100.0,460739741002042.0,460739741002042.0
3018,1,14159.6961,3018,TN003000011,36.01438,-83.918995,TN,47001C,1.1.1.0,47001C_1775,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,47001C_STUDY1, ,0.011750845,5.24955e-06,No,47093001600.0,47093001600.0,470930016001005.0,470930016001005.0
3019,1,61568.72651,3019,TX006000019,29.390701,-98.481491,TX,48255C,1.1.1.0,48255C_347,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48255C_STUDY1,20140519,0.270974765,0.00041016,No,48029140200.0,48029140200.0,480291402003010.0,480291402003010.0
3020,1,3272.939584,3020,TN001000070,35.146723,-90.028979,TN,05035C,1.1.1.0,05035C_3609,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,05035C_STUDY1,20110503,2.043110673,0.014851937,No,47157002400.0,47157002400.0,471570024003004.0,471570024003004.0
3021,1,1112.51737,3021,TN037000001,35.015305,-85.711854,TN,47115C,1.1.1.0,47115C_1457,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,47115C_STUDY1,0612e5f7-feff-419c-b23e-d33c673980f8,0.14009275,0.000119182,No,47115050301.0,47115050301.0,471150503013059.0,471150503013059.0
3022,1,10437.73176,3022,TN003000022,35.968728,-83.937088,TN,47009C,1.1.1.0,47009C_5157,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,47009C_STUDY1,8b9d64e7-600f-49b6-9e11-2471b1764bfd,0.027531341,1.2881e-05,No,47093007000.0,47093007000.0,470930070001048.0,470930070001048.0
3023,1,2442.16084,3023,TN001000075,35.131982,-90.040912,TN,05035C,1.1.1.0,05035C_3609,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,05035C_STUDY1,20110503,2.043110673,0.014851937,No,47157011401.0,47157011401.0,471570114012004.0,471570114012004.0
3024,1,63186.87548,3024,TX006000056,29.43737,-98.447672,TX,48255C,1.1.1.0,48255C_347,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48255C_STUDY1,20140519,0.270974765,0.00041016,No,48029130700.0,48029130700.0,480291307001003.0,480291307001003.0
3025,1,73088.14834,3025,TX006000021,29.462349,-98.567526,TX,48255C,1.1.1.0,48255C_347,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48255C_STUDY1,20140519,0.270974765,0.00041016,No,48029180400.0,48029180400.0,480291804002000.0,480291804002000.0
3026,1,1982.315854,3026,TX019000001,28.674548,-100.482503,TX,48323C,1.1.1.0,48323C_448,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48323C_STUDY1,20110404,0.008396787,9.8488e-07,No,48323950209.0,48323950209.0,483239502092021.0,483239502092021.0
3027,1,68099.87523,3027,TX006000007,29.417128,-98.545892,TX,48255C,1.1.1.0,48255C_347,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48255C_STUDY1,20140519,0.270974765,0.00041016,No,48029160600.0,48029160600.0,480291606003005.0,480291606003005.0
3028,1,2424.069372,3028,TN050000001,35.266704,-89.001319,TN,47069C,1.1.1.0,47069C_31,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,47069C_STUDY1, ,0.065276423,0.000125811,No,47069950300.0,47069950300.0,470699503002001.0,470699503002001.0
3029,1,69093.38226,3029,TX006000033,29.412608,-98.564449,TX,48255C,1.1.1.0,48255C_347,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48255C_STUDY1,20140519,0.270974765,0.00041016,No,48029160701.0,48029160701.0,480291607012000.0,480291607012000.0
3030,1,112420.5036,3030,TX396000001,26.392103,-98.814287,TX,48047C,1.1.1.0,48047C_722,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48047C_STUDY2, ,0.089541908,0.000201088,No,48427950108.0,48427950108.0,484279501081055.0,484279501081055.0
3031,1,131690.263,3031,TX160000001,31.8693,-102.9376,TX,48115C,1.1.1.0,48115C_1227,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48115C_STUDY1, ,0.185552762,4.62882e-05,No,48495950400.0,48495950400.0,484959504001040.0,484959504001040.0
3032,1,19126.22117,3032,TX071000001,32.730174,-94.964548,TX,48459C,1.1.1.0,48459C_2166,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48459C_STUDY1, ,0.00579289,6.9302e-07,No,48459950400.0,48459950400.0,484599504003046.0,484599504003046.0
3033,1,66995.86087,3033,TX006000025,29.50194,-98.415314,TX,48255C,1.1.1.0,48255C_347,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48255C_STUDY1,20140519,0.270974765,0.00041016,No,48029120502.0,48029120502.0,480291205024000.0,480291205024000.0
3034,1,3615.425978,3034,VA001000017,36.825075,-76.334929,VA,510034,1.1.1.0,510034_2260,NP,AE, ,T,7.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,510034_STUDY3,20141210,0.407961096,0.000186363,No,51740211400.0,51740211400.0,517402114002004.0,517402114002004.0
3035,1,113441.4528,3035,TX396000002,26.397318,-98.838481,TX,48047C,1.1.1.0,48047C_722,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48047C_STUDY2, ,0.089541908,0.000201088,No,48427950601.0,48427950601.0,484279506011000.0,484279506011000.0
3036,1,68590.35276,3036,TX006000017,29.455617,-98.508541,TX,48255C,1.1.1.0,48255C_347,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48255C_STUDY1,20140519,0.270974765,0.00041016,No,48029190504.0,48029190504.0,480291905041020.0,480291905041020.0
3037,1,26488.97132,3037,UT003000004,40.68423,-112.020674,UT,49045C,1.1.1.0,49045C_6116,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,49045C_FIRM2,47c2896b-9ac2-4b0c-9646-f89d5c3aae80,0.030969968,4.22151e-06,No,49035113413.0,49035113413.0,490351134131013.0,490351134131013.0
3038,1,65089.17263,3038,TX012000001,29.735763,-94.952713,TX,48199C,1.1.1.0,48199C_36,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48199C_FIRM1, ,1.486730301,0.003663422,No,48201254000.0,48201254000.0,482012540002005.0,482012540002005.0
3039,1,75525.07859,3039,TX006000026,29.465693,-98.598777,TX,48255C,1.1.1.0,48255C_347,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48255C_STUDY1,20140519,0.270974765,0.00041016,No,48029180501.0,48029180501.0,480291805014009.0,480291805014009.0
3040,1,53691.91573,3040,TX099000001,33.165036,-98.386725,TX,48337C,1.1.1.0,48337C_1172,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48337C_STUDY1,20110816,0.111758425,0.000118802,No,48237950500.0,48237950500.0,482379505002047.0,482379505002047.0
3041,1,16996.09446,3041,TX340000001,31.028206,-96.488163,TX,48395C,1.1.1.0,48395C_1691,NP,AE, ,T,-9999.0, ,-9999, ,0, , , ,0,0, ,48395C_FIRM1,20110718,0.428727869,0.000730815,No,48395960300.0,48395960300.0,483959603002048.0,483959603002048.0
3042,1,64024.33508,3042,TX012000002,29.74663,-94.948721,TX,48199C,1.1.1.0,48199C_36,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48199C_FIRM1, ,1.486730301,0.003663422,No,48201254100.0,48201254100.0,482012541001010.0,482012541001010.0
3043,1,0.0,3043,TX118000001,30.523882,-96.706482,TX,48051C,1.1.1.0,48051C_1124,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48051C_STUDY1, ,0.113006966,2.46281e-05,Yes,48051970300.0,48051970300.0,480519703003038.0,480519703003038.0
3044,1,97036.39604,3044,TX017000004,29.296114,-94.814315,TX,48199C,1.1.1.0,48199C_36,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48199C_FIRM1, ,1.486730301,0.003663422,No,48167724600.0,48167724600.0,481677246001041.0,481677246001041.0
3045,1,99403.70932,3045,TX345000001,31.217506,-98.396086,TX,48035C,1.1.1.0,48035C_1697,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48035C_STUDY1, ,0.072473324,8.36247e-05,No,48281950100.0,48281950100.0,482819501003015.0,482819501003015.0
3046,1,3693.908933,3046,VA006000019,36.859018,-76.274981,VA,510034,1.1.1.0,510034_2256,NP,AE, ,T,8.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,510034_STUDY3,20141210,0.374974262,0.000202026,No,51710003501.0,51710003501.0,517100035011001.0,517100035011001.0
3047,1,14789.40675,3047,VA003000325,36.992539,-76.413629,VA,510034,1.1.1.0,510034_2274,NP,AE, ,T,8.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,510034_STUDY3,20141210,0.054061688,1.0778e-05,No,51700030600.0,51700030600.0,517000306002007.0,517000306002007.0
3048,1,15093.17552,3048,TX377000001,30.346042,-97.363553,TX,48287C,1.1.1.0,48287C_700,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,48287C_STUDY2,20140411,0.033767965,6.93694e-06,No,48021950201.0,48021950201.0,480219502011003.0,480219502011003.0
3049,1,2791.797681,3049,VA001000006,36.819527,-76.325791,VA,510034,1.1.1.0,510034_2260,NP,AE, ,T,7.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,510034_STUDY3,20141210,0.407961096,0.000186363,No,51740211800.0,51740211800.0,517402118004002.0,517402118004002.0
3050,1,34208.24078,3050,UT003000003,40.620604,-111.880162,UT,49045C,1.1.1.0,49045C_6116,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,49045C_FIRM2,47c2896b-9ac2-4b0c-9646-f89d5c3aae80,0.039712298,3.98917e-06,No,49035112503.0,49035112503.0,490351125031002.0,490351125031002.0
3051,1,2785.781724,3051,VA006000027,36.857477,-76.261676,VA,510034,1.1.1.0,510034_2256,NP,AE, ,T,8.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,510034_STUDY3,20141210,0.374974262,0.000202026,No,51710004300.0,51710004300.0,517100043002004.0,517100043002004.0
3052,1,17149.76259,3052,WI050000001,45.495476,-91.741248,WI,55129C,1.1.1.0,55129C_350,NP,AE, ,T,1222.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,55129C_STUDY1,20121002,0.260735499,0.000485882,No,55005000500.0,55005000500.0,550050005001019.0,550050005001019.0
3053,1,380.2682673,3053,WI204000001,43.290821,-89.723994,WI,55021C,2.2.2.1,55021C_121,SFHAs WITH HIGH FLOOD RISK,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,55021C_STUDY1,86b44bbc-3137-4973-a47e-634792a11c20,0.063270479,8.93549e-05,No,55111000602.0,55111000602.0,551110006021019.0,551110006021019.0
3054,1,3760.58263,3054,VA001000016,36.826296,-76.335479,VA,510034,1.1.1.0,510034_2260,NP,AE, ,T,7.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,510034_STUDY3,20141210,0.407961096,0.000186363,No,51740211400.0,51740211400.0,517402114002006.0,517402114002006.0
3055,1,905.1337776,3055,VA006000008,36.841718,-76.252195,VA,510034,1.1.1.0,510034_2256,NP,AE, ,T,8.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,510034_STUDY3,20141210,0.374974262,0.000202026,No,51710004600.0,51710004600.0,517100046002001.0,517100046002001.0
3056,1,1910.50573,3056,VA006000026,36.853461,-76.249136,VA,510034,1.1.1.0,510034_2256,NP,AE, ,T,8.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,510034_STUDY3,20141210,0.374974262,0.000202026,No,51710004400.0,51710004400.0,517100044001003.0,517100044001003.0
3057,1,115.3879035,3057,WI060000001,44.86602,-92.622487,WI,55109C,1.1.1.0,55109C_25,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,55109C_STUDY4,20160310,0.004289133,9.9797e-07,No,55109120901.0,55109120901.0,551091209011068.0,551091209011068.0
3058,1,44313.32852,3058,WA021000003,46.238331,-119.090349,WA,41059C,1.1.1.0,41059C_564,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,41059C_FIRM1,a8d0d5a4-9745-4caf-b1aa-106bb43d703b,0.004318458,4.1236e-07,No,53021020202.0,53021020202.0,530210202021007.0,530210202021007.0
3059,1,2718.74596,3059,VA006000029,36.857449,-76.260343,VA,510034,1.1.1.0,510034_2256,NP,AE, ,T,8.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,510034_STUDY3,20141210,0.374974262,0.000202026,No,51710004300.0,51710004300.0,517100043002002.0,517100043002002.0
3060,1,11394.91614,3060,WI069000001,43.799837,-90.07304,WI,55001C,1.1.1.0,55001C_142,NP,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,55001C_FIS1, ,0.853156186,0.001765767,No,55057100500.0,55057100500.0,550571005003018.0,550571005003018.0
3061,1,2970.018325,3061,WV004000002,38.409657,-82.401704,WV,39087C,1.1.1.0,39087C_104,NP,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,39087C_FIRM1,20150324,0.198111528,7.66984e-05,No,54011001800.0,54011001800.0,540110018003000.0,540110018003000.0
3062,1,110717.9874,3062,WY003000001,41.584802,-109.217575,WY,56023C,1.1.1.0,56023C_2761,NP,AE,FLOODWAY,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,56023C_FIS1,20111116,0.152355828,4.53684e-05,No,56037971100.0,56037971100.0,560379711001006.0,560379711001006.0
3063,1,62926.47522,3063,WI024000001,44.115288,-87.654948,WI,55029C,1.1.1.0,55029C_2178,NP,AE, ,T,585.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,55029C_STUDY2, ,4.177196573,0.002874221,No,55071000100.0,55071000100.0,550710001004003.0,550710001004003.0
3064,1,17757.70721,3064,WI074000010,44.522386,-88.058456,WI,55083C,1.1.1.0,55083C_2428,NP,AE, ,T,585.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,55083C_STUDY1, ,1.46106446,0.004888765,No,55009000401.0,55009000401.0,550090004013004.0,550090004013004.0
3065,1,98990.82654,3065,WY010000001,41.876311,-106.548966,WY,56001C,1.1.1.0,56001C_8131,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,56001C_LOMC1,77ff64ba-e446-47e6-a663-f240ca52e306,0.017874499,1.2866e-05,No,56007968100.0,56007968100.0,560079681001649.0,560079681001649.0
3066,1,18452.98989,3066,WI045000001,44.772782,-88.609276,WI,55135C,1.1.1.0,55135C_11687,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,55135C_STUDY1, ,0.030659203,1.56053e-05,No,55115100400.0,55115100400.0,551151004002045.0,551151004002045.0
3067,1,18321.9227,3067,WI074000020,44.513194,-87.992061,WI,55083C,1.1.1.0,55083C_2428,NP,AE, ,T,585.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,55083C_STUDY1, ,1.46106446,0.004888765,No,55009001100.0,55009001100.0,550090011001002.0,550090011001002.0
3068,1,84523.3893,3068,WA001000072,47.712407,-122.341885,WA,530317,1.1.1.0,530317_4210,NP,AE, ,T,7.0,NGVD29,-9999,Feet,-9999, , , ,-9999,-9999, ,530317_STUDY1, ,0.22532977,0.000861761,No,53033000602.0,53033000602.0,530330006023000.0,530330006023000.0
3069,1,254.623015,3069,VA007000017,37.561483,-77.426224,VA,510129,1.1.1.0,510129_946,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,510129_STUDY1,20140716,0.199326051,8.09695e-05,No,51760011000.0,51760011000.0,517600110001003.0,517600110001003.0
3070,1,256.7938568,3070,VA007000036,37.561512,-77.426215,VA,510129,1.1.1.0,510129_946,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,510129_STUDY1,20140716,0.199326051,8.09695e-05,No,51760011000.0,51760011000.0,517600110001011.0,517600110001011.0
3071,1,590.0769825,3071,VA007000006,37.554455,-77.4153,VA,510129,1.1.1.0,510129_946,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,510129_STUDY1,20140716,0.199326051,8.09695e-05,No,51760020100.0,51760020100.0,517600201001005.0,517600201001005.0
3072,1,1057.151871,3072,VA007000037,37.515165,-77.443727,VA,510129,1.1.1.0,510129_495,NP,AE, ,T,19.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,510129_STUDY2,20140716,0.011819716,5.11513e-06,No,51760060200.0,51760060200.0,517600602001013.0,517600602001013.0
3073,1,9773.302926,3073,NY005025001,40.672201,-73.917105,NY,34017C,1.1.1.0,34017C_106,NP,AE, ,T,9.0,NAVD88,-9999,Feet,-9999, , , ,-9999,-9999, ,34017C_FIS1, ,1.643951157,0.003878029,No,36047036300.0,36047036300.0,360470363004001.0,360470363004001.0
3074,1,10062.88728,3074,DC001005190,38.911777,-76.935974,DC,51013C,1.1.1.0,51013C_156,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,51013C_STUDY1,05486e10-5637-4bd2-92d0-6ee79c048650,0.335716174,0.000143468,No,11001009601.0,11001009601.0,110010096011015.0,110010096011015.0
3075,1,64.02800555,3075,AR024000001,35.142524,-90.147682,AR,05035C,1.1.1.0,05035C_3362,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,05035C_STUDY1,20110503,2.240135232,0.001957985,No,5035030602.0,5035030602.0,50350306021041.0,50350306021041.0
3076,1,14117.48173,3076,AR034000001,35.672203,-90.504109,AR,05111C,1.1.1.0,05111C_1997,NP,AE, ,T,-9999.0, ,-9999, ,-9999, , , ,-9999,-9999, ,05111C_STUDY2, ,0.41709351,0.000533713,No,5111490300.0,5111490300.0,51114903001004.0,51114903001004.0
