"","DEVELOPMENT_ID","DEVELOPMENT_NAME","CBSA_CODE","COUNTY_NAME","COUNTY_CODE","STATE_NAME.x","STATE_CODE","ZIPCODE","LATITUDE","LONGITUDE","PHA_CODE","INSPECTION_SCORE","year","TRACT_2010","TRACT_2020","BLOCK_2010","BLOCK_2020","tract","block","block_group","FloodDistM","in_floodplain","age_c","total_pop_c","total_white_c","total_black_c","total_hispanic_c","poverty_c","income_c","public_assistance_c","owner_c","renter_c","vehicles_c","prop_value_c"
"19210","NC073000001","BROUGHTON/MAPLE/PINEWOOD",37080,"Granville",77,"NC",37,27565,36.32063,-78.598091,"NC073",80,2016,37077970300,37077970300,370779703001015,370779703001013,37077970300,370779703001015,370779703001,46056.01151,0,45.7,3537,2142,1231,99,887,34429,1397,870,527,1397,137800
"19211","NC026000002","DEBRY COURTS",21020,"Pasquotank",139,"NC",37,27909,36.287044,-76.224579,"NC026",83,2016,37139960300,37139960300,371399603002025,371399603002028,37139960300,371399603002025,371399603002,29892.46951,0,26.5,2935,534,2202,199,638,14208,1178,167,1011,1178,93400
"19212","NC026000003","HARIOT HEIGHTS ANNEX",21020,"Pasquotank",139,"NC",37,27909,36.304018,-76.228152,"NC026",81,2016,37139960400,37139960400,371399604002000,371399604002000,37139960400,371399604002000,371399604002,28064.23787,0,36.7,4065,1741,1919,372,932,35670,1613,589,1024,1613,124100
"19213","NC036000001","COASTLINE/CANADY/WILSON",39580,"Johnston",101,"NC",37,27576,35.532724,-78.28157,"NC036",92,2016,37101040301,37101040301,371010403011008,371010403013007,37101040301,371010403011008,371010403011,19573.58198,0,37.9,3965,1665,1128,1105,997,29802,1432,672,760,1432,107500
"19214","NC046000001","Lindsay - North Columbia - Trinity Court",20500,"Orange",135,"NC",37,27516,35.918013,-79.061251,"NC046",83,2016,37135011300,37135011300,371350113001004,371350113003000,37135011300,371350113001004,371350113001,32833.81713,0,22.5,3109,2183,570,59,303,23794,1119,144,975,1119,305800
"19215","NC026000001","HARIOT HEIGHTS ANNEX",21020,"Pasquotank",139,"NC",37,27909,36.295833,-76.237427,"NC026",84,2016,37139960400,37139960400,371399604004025,371399604004017,37139960400,371399604004025,371399604004,29113.22112,0,36.7,4065,1741,1919,372,932,35670,1613,589,1024,1613,124100
"19216","NC118000003","WOODLAND PROJECT",40260,"Northampton",131,"NC",37,27897,36.335102,-77.205254,"NC118",88,2016,37131920200,37131920202,371319202003024,371319202022024,37131920200,371319202003024,371319202003,956.1780533,0,35.1432835820896,3447.29850746269,1216.61194029851,1790.22388059701,294.059701492537,781.492537313433,29652.3582089552,1389.22388059701,533.089552238806,856.134328358209,1389.22388059701,137897.014925373
"19217","NC118000012","SCOTLAND NECK PROJECT",40260,"Halifax",83,"NC",37,27874,36.124212,-77.412284,"NC118",81,2016,37083931100,37083931102,370839311004005,370839311021042,37083931100,370839311004005,370839311004,1836.533957,0,35.1432835820896,3447.29850746269,1216.61194029851,1790.22388059701,294.059701492537,781.492537313433,29652.3582089552,1389.22388059701,533.089552238806,856.134328358209,1389.22388059701,137897.014925373
"19218","NC117000001","CREEKSIDE/OAKRIDGE",40260,"Halifax",83,"NC",37,27870,36.438416,-77.632804,"NC117",69,2016,37083930200,37083930200,370839302005010,370839302005010,37083930200,370839302005010,370839302005,896.3946017,0,41,5100,3531,1330,190,1336,42788,2081,1259,822,2081,151300
"19219","NC118000006","ENFIELD PROJECT",40260,"Halifax",83,"NC",37,27823,36.178432,-77.657565,"NC118",89,2016,37083930900,37083930902,370839309003020,370839309021012,37083930900,370839309003020,370839309003,86.63520857,0,35.1432835820896,3447.29850746269,1216.61194029851,1790.22388059701,294.059701492537,781.492537313433,29652.3582089552,1389.22388059701,533.089552238806,856.134328358209,1389.22388059701,137897.014925373
"19220","NC012000038","Camden Station",49180,"Forsyth",67,"NC",37,27101,36.1088,-80.2343,"NC012",97,2016,37067000600,37067000600,370670006002019,370670006002008,37067000600,370670006002019,370670006002,12246.78587,0,44.1,1974,29,1649,262,396,14922,927,170,757,927,88700
"19221","NC009000001","GROVE VIEW TERRACE II",22180,"Cumberland",51,"NC",37,28301,35.05527,-78.869002,"NC009",83,2016,37051000200,37051000200,370510002001004,370510002001003,37051000200,370510002001004,370510002001,17821.04181,0,27.3,2148,268,1627,151,493,15588,960,221,739,960,84300
"19222","NC022000012","KEARNEY PARK",24780,"Pitt",147,"NC",37,27834,35.60327,-77.381358,"NC022",69,2017,37147000702,37147000702,371470007023013,371470007023024,37147000702,371470007023013,371470007023,43468.64806,0,30.6,3199,90,2979,111,722,19053,1078,363,715,1078,85300
"19223","NC028000001","BHA Properties",39580,"Johnston",101,"NC",37,27504,35.372887,-78.548472,"NC028",87,2017,37101041400,37101041402,371010414003023,371010414023030,37101041400,371010414003023,371010414003,41488.54674,0,35.3349514563107,3729.25242718447,1303.23300970874,1754.82524271845,462.504854368932,870.47572815534,30587.213592233,1419.44660194175,645.330097087379,774.116504854369,1419.44660194175,110992.233009709
"19224","NC004000001","SIMON BRIGHT",28820,"Lenoir",107,"NC",37,28501,35.2645,-77.5423,"NC004",69,2017,37107010200,37107010200,371070102001000,371070102001000,37107010200,371070102001000,371070102001,47365.778,0,40.5,2662,154,2426,0,737,29407,1087,487,600,1087,85700
"19225","NC013000006","LIBERTY ST",20500,"Durham",63,"NC",37,27701,35.992867,-78.894178,"NC013",53,2017,37063001100,37063001100,370630011001021,370630011003019,37063001100,370630011001021,370630011001,36918.85326,0,32.9,3425,473,2047,878,664,22055,1373,169,1204,1373,133600
"19226","NC013000007","CLUB BOULEVARD",20500,"Durham",63,"NC",37,27704,36.024043,-78.876626,"NC013",69,2017,37063000101,37063000101,370630001012016,370630001012011,37063000101,370630001012016,370630001012,35420.51672,0,35,3074,1000,1368,617,829,39913,1214,706,508,1214,138100
"19227","NC072000006","HOLLY HILL APARTMENTS",16740,"Gaston",71,"NC",37,28120,35.309584,-81.026734,"NC072",89,2017,37071031101,37071031101,370710311012005,370710311013004,37071031101,370710311012005,370710311012,108.4729416,0,31.6,2797,2098,487,95,719,41450,1076,707,369,1076,121600
"19228","NC078000001","PLUMBLEE COURT",99999,"Washington",187,"NC",37,27962,35.864895,-76.755834,"NC078",72,2017,37187950200,37187950201,371879502003026,371879502013004,37187950200,371879502003026,371879502003,50186.12039,0,35.3349514563107,3729.25242718447,1303.23300970874,1754.82524271845,462.504854368932,870.47572815534,30587.213592233,1419.44660194175,645.330097087379,774.116504854369,1419.44660194175,110992.233009709
"19229","NC114000001","Dial Terrace/Maynor Manor",31300,"Robeson",155,"NC",37,28372,34.691482,-79.236005,"NC114",66,2017,37155960501,37155960501,371559605011031,371559605011026,37155960501,371559605011031,371559605011,16038.318,0,34.9,3830,122,239,190,906,34118,1240,828,412,1240,83500
"19230","NC019000001","WestEnd Terrace Community",40580,"Nash",127,"NC",37,27803,35.928668,-77.81392,"NC019",76,2017,37127010200,37127010200,371270102002005,371270102002005,37127010200,371270102002005,371270102002,806.2002712,0,33.2,4591,681,3808,96,1146,24409,1737,655,1082,1737,63700
"19231","NC049000001","CASCADE GARDENS",25860,"Burke",23,"NC",37,28655,35.752124,-81.699532,"NC049",62,2017,37023020500,37023020500,370230205001019,370230205001015,37023020500,370230205001019,370230205001,397.5735936,0,42.7,3119,2126,375,475,856,49255,1270,859,411,1270,184000
"19232","NC174000001","LINCOLN HEIGHT APTS.",25780,"Vance",181,"NC",37,27536,36.341702,-78.412235,"NC174",48,2017,37181960300,37181960300,371819603002031,371819603002034,37181960300,371819603002031,371819603002,39293.05394,0,43,5429,2933,2176,271,1356,51759,2044,1485,559,2044,119700
"19233","NC049000002","PROVIDENCE PLACE",25860,"Burke",23,"NC",37,28655,35.753489,-81.675063,"NC049",59,2017,37023020600,37023020600,370230206002007,370230206001007,37023020600,370230206002007,370230206002,1094.397198,0,48.1,5254,3289,323,1477,1346,41740,2392,1494,898,2392,114900
"19234","NC075000001","AMHURST GARDENS/ELIZABETH HEIGHTS",10620,"Stanly",167,"NC",37,28001,35.34744,-80.174727,"NC075",67,2017,37167931201,37167931203,371679312014015,371679312031015,37167931201,371679312014015,371679312014,16825.9189,0,35.3349514563107,3729.25242718447,1303.23300970874,1754.82524271845,462.504854368932,870.47572815534,30587.213592233,1419.44660194175,645.330097087379,774.116504854369,1419.44660194175,110992.233009709
"19235","NC002000038","SCATTERED SITE",39580,"Wake",183,"NC",37,27610,35.756749,-78.545643,"NC002",79,2017,37183052806,37183052811,371830528063002,371830528114002,37183052806,371830528063002,371830528063,26467.47461,0,35.3349514563107,3729.25242718447,1303.23300970874,1754.82524271845,462.504854368932,870.47572815534,30587.213592233,1419.44660194175,645.330097087379,774.116504854369,1419.44660194175,110992.233009709
"19236","NC001000019","Creekwood South LIHTC",48900,"New Hanover",129,"NC",37,28405,34.246866,-77.908053,"NC001",49,2017,37129010300,37129010300,371290103004020,371290103004010,37129010300,371290103004020,371290103004,111346.2861,0,33.2,5635,2532,2962,69,1304,31950,2353,794,1559,2353,142400
"19237","NC001000004","HOUSTON MOORE TERRACE",48900,"New Hanover",129,"NC",37,28401,34.2165,-77.927986,"NC001",58,2017,37129011000,37129011000,371290110001024,371290110001035,37129011000,371290110001024,371290110001,109590.6742,0,36.5,2344,1064,1195,56,571,20057,1029,158,871,1029,31500
"19238","NC001000005","HILLCREST",48900,"New Hanover",129,"NC",37,28401,34.2236,-77.9319,"NC001",33,2017,37129011100,37129011100,371290111002026,371290111002026,37129011100,371290111002026,371290111002,109214.8619,0,33.9,2512,227,1990,100,612,16757,1193,327,866,1193,123600
"19239","NC002000007","KENTWOOD",39580,"Wake",183,"NC",37,27606,35.781715,-78.69016,"NC002",68,2017,37183052408,37183052408,371830524081002,371830524081002,37183052408,371830524081002,371830524081,38131.77371,0,22.9,3591,1686,1095,412,556,30240,1159,221,938,1159,126300
"19240","NC017000001","PINEHURST HOMES",40580,"Edgecombe",65,"NC",37,27886,35.9173,-77.5549,"NC017",97,2017,37065021100,37065021100,370650211002000,370650211002000,37065021100,370650211002000,370650211002,13701.06985,0,37.2,4111,1624,1639,812,986,36473,1603,913,690,1603,93400
"19241","NC013000001","MCDOUGALD TER",20500,"Durham",63,"NC",37,27701,35.972,-78.8897,"NC013",21,2017,37063001400,37063001400,370630014001008,370630014001008,37063001400,370630014001008,370630014001,38980.64873,0,26.1,2375,29,1988,333,609,18114,913,180,733,913,70200
"19242","NC006000024","Park Terrace Phase 2 (Clara Cox II)",24660,"Guilford",81,"NC",37,27260,35.9432,-79.9943,"NC006",88,2017,37081014200,37081014200,370810142003019,370810142003015,37081014200,370810142003019,370810142003,4633.218065,0,32.5,4044,686,2759,173,1019,27667,1414,445,969,1414,60700
"19243","NC006000002","DANIEL BROOKS HOMES",24660,"Guilford",81,"NC",37,27260,35.965051,-79.991137,"NC006",53,2017,37081013800,37081013800,370810138004001,370810138004001,37081013800,370810138004001,370810138004,4837.05786,0,35.4,4814,381,3223,833,1066,23354,1635,675,960,1635,72600
"19244","NC019000002","Weeks Armstrong Homes Community",40580,"Edgecombe",65,"NC",37,27801,35.939097,-77.794928,"NC019",48,2017,37065020200,37065020300,370650202002010,370650203001035,37065020200,370650202002010,370650202002,1061.986497,0,36.9,5206,507,4506,63,1441,36696,2059,1165,894,2059,86700
"19245","NC021000002","WAKE CO HA",39580,"Wake",183,"NC",37,27591,35.783339,-78.376802,"NC021",97,2017,37183054404,37183054404,371830544043084,371830544043066,37183054404,371830544043084,371830544043,11234.5681,0,38.8,5904,3751,1116,883,1686,52548,2119,1535,584,2119,142100
"19246","NC089000001","SPINNERS CT./HARMONY HMS/TWISTED HICKORY",99999,"Bladen",17,"NC",37,28320,34.549694,-78.810149,"NC089",83,2017,37017950500,37017950501,370179505001038,370179505011032,37017950500,370179505001038,370179505001,43981.49455,0,35.3349514563107,3729.25242718447,1303.23300970874,1754.82524271845,462.504854368932,870.47572815534,30587.213592233,1419.44660194175,645.330097087379,774.116504854369,1419.44660194175,110992.233009709
"19247","NC013000012","OXFORD MANOR",20500,"Durham",63,"NC",37,27704,36.040562,-78.885522,"NC013",47,2017,37063001709,37063001709,370630017093041,370630017096018,37063001709,370630017093041,370630017093,33567.13681,0,30.8,6926,704,4883,1013,1472,28985,2728,728,2000,2728,109800
"19248","NC013000005","CORNWALLIS RD",20500,"Durham",63,"NC",37,27707,35.96681,-78.916385,"NC013",58,2017,37063001304,37063001304,370630013041006,370630013041006,37063001304,370630013041006,370630013041,37996.25471,0,27.8,3305,28,2409,400,710,23125,1170,217,953,1170,125200
"19249","NC013000014","FOREST HILL HEIGHTS",20500,"Durham",63,"NC",37,27701,35.989489,-78.903148,"NC013",66,2017,37063002300,37063002300,370630023001019,370630023001024,37063002300,370630023001019,370630023001,36703.27379,0,30.6,1346,192,889,143,159,16346,314,63,251,314,154700
"19250","NC013000033","Goley Pointe",20500,"Durham",63,"NC",37,27703,35.986691,-78.884192,"NC013",77,2017,37063001100,37063001100,370630011002000,370630011001000,37063001100,370630011002000,370630011002,38022.96509,0,32.9,3425,473,2047,878,664,22055,1373,169,1204,1373,133600
"19251","NC013000015","LAUREL OAKS",20500,"Durham",63,"NC",37,27713,35.93496,-78.891458,"NC013",62,2017,37063002026,37063002026,370630020262015,370630020262003,37063002026,370630020262015,370630020262,39557.56827,0,29.8,6391,711,4449,739,1327,40903,2789,1056,1733,2789,145600
"19252","NC013000009","JJ HENDERSON",20500,"Durham",63,"NC",37,27701,35.990973,-78.908697,"NC013",63,2017,37063000700,37063000700,370630007001035,370630007001033,37063000700,370630007001035,370630007001,36261.18065,0,38.4,3745,2167,1135,205,863,51144,1787,843,944,1787,289000
"19253","NC003000012","DILLEHAY COURTS",16740,"Mecklenburg",119,"NC",37,28206,35.2505,-80.818085,"NC003",55,2017,37119005200,37119005200,371190052003000,371190052003000,37119005200,371190052003000,371190052003,15438.86617,0,32.3,2019,206,1650,121,356,25046,709,317,392,709,86100
"19254","NC118000002","GASTON PROJECT",40260,"Northampton",131,"NC",37,27832,36.508694,-77.649424,"NC118",86,2017,37131920401,37131920401,371319204012026,371319204012020,37131920401,371319204012026,371319204012,1243.596037,0,48.4,4190,1284,2708,134,1060,31941,1753,1236,517,1753,61100
"19255","NC118000004","WELDON PROJECT",40260,"Halifax",83,"NC",37,27890,36.415101,-77.598338,"NC118",67,2017,37083930100,37083930100,370839301003006,370839301003013,37083930100,370839301003006,370839301003,114.0110709,0,43.7,3165,873,2238,28,855,30893,1336,762,574,1336,80600
"19256","NC010000008","AUSTIN ACRES",20380,"Harnett",85,"NC",37,27501,35.516251,-78.742962,"NC010",93,2017,37085070904,37085070904,370850709041014,370850709041016,37085070904,370850709041014,370850709041,20452.99767,0,37.1,3612,1967,858,693,897,54426,1205,759,446,1205,178700
"19257","NC044000001","PROJECT UNNAMED",99999,"Montgomery",123,"NC",37,27306,35.1915,-80.013,"NC044",97,2017,37123960401,37123960401,371239604012033,371239604012036,37123960401,371239604012033,371239604012,4528.780347,0,49.5,2085,922,1143,1,564,30424,932,651,281,932,93000
"19258","NC065000001","PROJECT UNNAMED",16740,"Union",179,"NC",37,28110,34.991963,-80.491073,"NC065",82,2017,37179020601,37179020601,371790206011056,371790206014023,37179020601,371790206011056,371790206011,17188.1989,0,33.7,4712,1599,1178,1843,1103,39261,1561,844,717,1561,156300
"19259","NC029000001","PROJECT  UNNAMED",99999,"Montgomery",123,"NC",37,27356,35.399081,-79.781018,"NC029",98,2017,37123960100,37123960102,371239601005055,371239601024047,37123960100,371239601005055,371239601005,3794.865958,0,35.3349514563107,3729.25242718447,1303.23300970874,1754.82524271845,462.504854368932,870.47572815534,30587.213592233,1419.44660194175,645.330097087379,774.116504854369,1419.44660194175,110992.233009709
"19260","NC046000002","S. Estes - S. Roberson - CWW",20500,"Orange",135,"NC",37,27510,35.917605,-79.073593,"NC046",76,2018,37135010705,37135010705,371350107052005,371350107051002,37135010705,371350107052005,371350107052,32636.14482,0,36.9,5210,3662,780,342,1077,65764,2281,1192,1089,2281,305700
"19261","NC003000031","Rivermere",16740,"Mecklenburg",119,"NC",37,28216,35.32524,-80.949906,"NC003",93,2018,37119006103,37119006103,371190061031059,371190061031035,37119006103,371190061031059,371190061031,2676.125158,0,41.1,3575,2096,945,197,997,83948,1487,959,528,1487,393600
"19262","NC006000023","Park Terrace Phase I (Clara Cox I)",24660,"Guilford",81,"NC",37,27260,35.9432,-79.9943,"NC006",84,2018,37081014200,37081014200,370810142003019,370810142003015,37081014200,370810142003019,370810142003,4633.218065,0,33.5,4353,735,2819,284,1075,27970,1465,450,1015,1465,65700
"19263","NC050000001","SITE A & SITE B",99999,"Anson",7,"NC",37,28170,34.95872,-80.049344,"NC050",64,2018,37007920500,37007920502,370079205004015,370079205023009,37007920500,370079205004015,370079205004,209.9382703,0,35.6289719626168,3852.27102803738,1389.10280373832,1851.3738317757,372.81308411215,859.738317757009,33340.1214953271,1521.57943925234,618.420560747664,903.158878504673,1521.57943925234,143903.738317757
"19264","NC020000001","Forest Road",48980,"Wilson",195,"NC",37,27893,35.724316,-77.904922,"NC020",77,2018,37195000700,37195000702,371950007003009,371950007023009,37195000700,371950007003009,371950007003,1197.204407,0,35.6289719626168,3852.27102803738,1389.10280373832,1851.3738317757,372.81308411215,859.738317757009,33340.1214953271,1521.57943925234,618.420560747664,903.158878504673,1521.57943925234,143903.738317757
"19265","NC005000001","TRENT COURT",35100,"Craven",49,"NC",37,28562,35.105485,-77.047138,"NC005",66,2018,37049960900,37049960900,370499609002002,370499609002002,37049960900,370499609002002,370499609002,92168.44149,0,43.3,2100,885,1044,50,515,27641,979,367,612,979,247500
"19266","NC013000008","HOOVER RD",20500,"Durham",63,"NC",37,27703,35.978866,-78.867685,"NC013",74,2018,37063001001,37063001001,370630010013030,370630010012037,37063001001,370630010013030,370630010013,39649.78956,0,36.1,4136,384,2622,1042,805,29048,1402,348,1054,1402,95000
"19267","NC053000001","HUBBARD/NELSON/LILE HOMES",40460,"Richmond",153,"NC",37,28345,34.880094,-79.701415,"NC053",91,2018,37153971100,37153971100,371539711002015,371539711002011,37153971100,371539711002015,371539711002,291.9740478,0,40.4,4381,2144,1842,7,1103,26443,1856,1267,589,1856,62600
"19268","NC079000001","PROJECT UNNAMED",20380,"Harnett",85,"NC",37,28334,35.313233,-78.630014,"NC079",83,2018,37085070100,37085070100,370850701003003,370850701003009,37085070100,370850701003003,370850701003,38553.63343,0,40.7,4626,2578,1611,249,1166,32629,1786,1002,784,1786,127700
"19269","NC001000007","SOLOMON TOWERS",48900,"New Hanover",129,"NC",37,28401,34.227892,-77.948885,"NC001",64,2018,37129011300,37129011300,371290113002003,371290113002003,37129011300,371290113002003,371290113002,107654.0515,0,44.2,1816,1305,245,80,226,35938,1169,203,966,1169,345100
"19270","NC006000003","ASTOR DOWDY TOWERS",24660,"Guilford",81,"NC",37,27260,35.954313,-79.99703,"NC006",58,2018,37081013900,37081013900,370810139002021,370810139002018,37081013900,370810139002021,370810139002,4346.504347,0,27.5,4402,296,3463,474,896,17287,1629,309,1320,1629,61300
"19271","NC006000015","DANIEL BROOKS ANNEX 2",24660,"Guilford",81,"NC",37,27260,35.96513,-79.990744,"NC006",62,2018,37081013800,37081013800,370810138004002,370810138004002,37081013800,370810138004002,370810138004,4872.355516,0,34.8,4817,438,3141,857,1137,24181,1609,701,908,1609,70100
"19272","NC006000019","Deep River Development",24660,"Guilford",81,"NC",37,27265,35.986585,-79.980476,"NC006",78,2018,37081014411,37081014411,370810144113000,370810144114001,37081014411,370810144113000,370810144113,5732.810953,0,32.1,5485,1370,3113,437,1333,36178,1901,904,997,1901,108100
"19273","NC013000003","SCATTERED SITES",20500,"Durham",63,"NC",37,27701,35.997147,-78.882702,"NC013",76,2018,37063000900,37063000900,370630009001009,370630009001006,37063000900,370630009001009,370630009001,37226.95492,0,31.5,1806,239,965,568,361,28452,664,164,500,664,104100
"19274","NC013000004","OLDHAM TOWERS",20500,"Durham",63,"NC",37,27701,35.992126,-78.895248,"NC013",45,2018,37063001100,37063001100,370630011001021,370630011003019,37063001100,370630011001021,370630011001,36921.16072,0,35.2,3173,467,1976,704,609,22866,1312,157,1155,1312,133600
"19275","NC015000100","FAIRVIEW APARTMENTS",24140,"Wayne",191,"NC",37,27530,35.385589,-77.966809,"NC015",77,2018,37191001900,37191001900,371910019002008,371910019002002,37191001900,371910019002008,371910019002,25266.83836,0,37,4609,1206,2880,218,1029,22324,1940,568,1372,1940,102900
"19276","NC080000001","MARSHALL HA",11700,"Madison",115,"NC",37,28753,35.798474,-82.687563,"NC080",94,2013,37115010500,37115010500,371150105002099,371150105002057,37115010500,371150105002099,371150105002,14.88253986,0,43.7,5269,4963,83,92,1449,43053,1963,1395,568,1963,171900
"19277","NC003000045","SEIGLE POINT APARTMENT HOMES",16740,"Mecklenburg",119,"NC",37,28205,35.2255,-80.7896,"NC003",94,2013,37119001200,37119001200,371190012001014,371190012001014,37119001200,371190012001014,371190012001,19229.37986,0,35.4,6038,2990,808,1791,1280,44870,2383,1191,1192,2383,198300
"19278","NC003000039","MONTGOMERY GARDENS",16740,"Mecklenburg",119,"NC",37,28216,35.306477,-80.857255,"NC003",95,2013,37119006109,37119006109,371190061091021,371190061091018,37119006109,371190061091021,371190061091,8399.770795,0,33.1,4712,573,3624,467,760,54007,1086,845,241,1086,139700
"19279","NC003000040","PROSPERITY CREEK SENIOR APTS.",16740,"Mecklenburg",119,"NC",37,28269,35.348688,-80.774848,"NC003",96,2013,37119005514,37119005527,371190055143000,371190055271000,37119005514,371190055143000,371190055143,13411.05283,0,34.4084507042254,3739.60563380282,1315.12676056338,1831.76056338028,394.577464788732,861.887323943662,29701.9718309859,1432.35211267606,651.070422535211,781.281690140845,1432.35211267606,121361.971830986
"19280","NC003000042","SPRINGFIELD GARDENS",16740,"Mecklenburg",119,"NC",37,28227,35.175094,-80.710171,"NC003",96,2013,37119005716,37119005716,371190057162000,371190057162000,37119005716,371190057162000,371190057162,26397.36522,0,34.3,4414,1827,1345,885,1154,55054,1530,1212,318,1530,130400
"19281","NC003000050","Fairmarket Square",16740,"Mecklenburg",119,"NC",37,28215,35.25096,-80.750653,"NC003",93,2013,37119001510,37119001510,371190015102009,371190015102009,37119001510,371190015102009,371190015102,19741.41576,0,45,2759,393,1940,243,656,32429,1242,681,561,1242,107900
"19282","NC003000033","Nia Point",16740,"Mecklenburg",119,"NC",37,28216,35.253913,-80.86166,"NC003",92,2013,37119004600,37119004600,371190046002019,371190046002014,37119004600,371190046002019,371190046002,13010.54981,0,44.6,3326,85,3095,0,772,23654,1154,527,627,1154,73100
"19283","NC003000018","CHARLOTTETOWN",16740,"Mecklenburg",119,"NC",37,28204,35.213066,-80.83891,"NC003",91,2013,37119000300,37119000302,371190003001007,371190003022002,37119000300,371190003001007,371190003001,15029.27085,0,34.4084507042254,3739.60563380282,1315.12676056338,1831.76056338028,394.577464788732,861.887323943662,29701.9718309859,1432.35211267606,651.070422535211,781.281690140845,1432.35211267606,121361.971830986
"19284","NC011013060","STONERIDGE",24660,"Guilford",81,"NC",37,27407,36.043367,-79.853408,"NC011",90,2013,37081012608,37081012608,370810126081016,370810126081006,37081012608,370810126081016,370810126081,17728.31903,0,25.9,3188,491,1236,1365,686,30556,1110,145,965,1110,90300
"19285","NC010000007","WINFREY COURT II",24140,"Wayne",191,"NC",37,27530,35.354834,-77.985322,"NC010",90,2013,37191001400,37191001402,371910014005007,371910014022005,37191001400,371910014005007,371910014005,29077.62243,0,34.4084507042254,3739.60563380282,1315.12676056338,1831.76056338028,394.577464788732,861.887323943662,29701.9718309859,1432.35211267606,651.070422535211,781.281690140845,1432.35211267606,121361.971830986
"19286","NC012000012","HEALY DRIVE TOWERS",49180,"Forsyth",67,"NC",37,27103,36.076249,-80.311698,"NC012",90,2013,37067003805,37067003805,370670038051012,370670038051008,37067003805,370670038051012,370670038051,9064.076115,0,33.5,6161,2445,2599,857,1509,36639,2608,1358,1250,2608,140400
"19287","NC056000087","RIDGECREST",25860,"Catawba",35,"NC",37,28602,35.710592,-81.277729,"NC056",93,2013,37035011000,37035011000,370350110002028,370350110002044,37035011000,370350110002028,370350110002,274.7096791,0,40.7,2482,1300,573,513,554,27000,836,342,494,836,88900
"19288","NC057000011","Weldon Heights",16740,"Gaston",71,"NC",37,28052,35.282728,-81.193912,"NC057",92,2014,37071031900,37071031902,370710319003001,370710319021000,37071031900,370710319003001,370710319003,207.7333084,0,34.864375,3631.6875,1170.98125,1928.29375,355.91875,841.1,30173.8125,1418.175,602.61875,815.55625,1418.175,120801.875
"19289","NC028000001","BHA Properties",39580,"Johnston",101,"NC",37,27504,35.373915,-78.548252,"NC028",92,2013,37101041400,37101041402,371010414003023,371010414023030,37101041400,371010414003023,371010414003,41460.16573,0,34.4084507042254,3739.60563380282,1315.12676056338,1831.76056338028,394.577464788732,861.887323943662,29701.9718309859,1432.35211267606,651.070422535211,781.281690140845,1432.35211267606,121361.971830986
"19290","NC035000003","GARDEN ST/GILMORE T./HARRIS CT/CRESTVIEW",41820,"Lee",105,"NC",37,27330,35.460973,-79.174368,"NC035",96,2013,37105030300,37105030300,371050303002066,371050303002051,37105030300,371050303002066,371050303002,714.5602745,0,30.9,3263,481,2235,437,645,19279,987,407,580,987,74200
"19291","NC009000022","Azalea Court",22180,"Cumberland",51,"NC",37,28301,35.045721,-78.873072,"NC009",100,2013,37051000200,37051000200,370510002002013,370510002002011,37051000200,370510002002013,370510002002,17079.67129,0,29.9,1782,206,1422,63,474,13528,748,261,487,748,71000
"19292","NC020000003","E. B. JORDAN HOMES",48980,"Wilson",195,"NC",37,27893,35.726554,-77.914615,"NC020",92,2014,37195000100,37195000100,371950001004016,371950001004018,37195000100,371950001004016,371950001004,1648.67238,0,34.6,3226,636,2067,470,606,21508,1217,415,802,1217,83700
"19293","NC092000001","OAKDALE HOMES",99999,"Bladen",17,"NC",37,28433,34.481297,-78.658646,"NC092",95,2014,37017950600,37017950601,370179506006059,370179506013045,37017950600,370179506006059,370179506006,49797.90493,0,34.864375,3631.6875,1170.98125,1928.29375,355.91875,841.1,30173.8125,1418.175,602.61875,815.55625,1418.175,120801.875
"19294","NC004000006","Trianon St. Duplex",28820,"Lenoir",107,"NC",37,28501,35.260822,-77.571748,"NC004",100,2014,37107010400,37107010400,371070104002025,371070104002011,37107010400,371070104002025,371070104002,46108.29348,0,54.8,673,0,655,18,99,12708,397,76,321,397,47300
"19295","NC174000001","LINCOLN HEIGHT APTS.",25780,"Vance",181,"NC",37,27536,36.341702,-78.412235,"NC174",87,2014,37181960300,37181960300,371819603002031,371819603002034,37181960300,371819603002031,371819603002,39293.05394,0,42.4,5210,2895,2112,142,1401,50964,2053,1710,343,2053,121800
"19296","NC053000001","HUBBARD/NELSON/LILE HOMES",40460,"Richmond",153,"NC",37,28345,34.880094,-79.701415,"NC053",83,2014,37153971100,37153971100,371539711002015,371539711002011,37153971100,371539711002015,371539711002,291.9740478,0,40.3,4468,2352,1775,0,1156,32412,1828,1366,462,1828,63900
"19297","NC004000001","SIMON BRIGHT",28820,"Lenoir",107,"NC",37,28501,35.2645,-77.5423,"NC004",90,2014,37107010200,37107010200,371070102001000,371070102001000,37107010200,371070102001000,371070102001,47365.778,0,42,2714,98,2587,0,739,29965,1072,523,549,1072,88500
"19298","NC089000001","SPINNERS CT./HARMONY HMS/TWISTED HICKORY",99999,"Bladen",17,"NC",37,28320,34.549694,-78.810149,"NC089",90,2014,37017950500,37017950501,370179505001038,370179505011032,37017950500,370179505001038,370179505001,43981.49455,0,34.864375,3631.6875,1170.98125,1928.29375,355.91875,841.1,30173.8125,1418.175,602.61875,815.55625,1418.175,120801.875
